,image_id,class_name,class_id,x_min,y_min,x_max,y_max
119,train/0026.jpg,Clothing,9,153.4,219.1,426.9,989.1
120,train/0026.jpg,Clothing,9,406.3,284.1,680.8,998.3000000000001
121,train/0027.jpg,General trash,0,816.8,96.2,1023.8,798.5
122,train/0027.jpg,General trash,0,272.3,375.5,1003.5,722.3
123,train/0027.jpg,Plastic,5,331.2,418.9,604.0,812.7
124,train/0028.jpg,General trash,0,516.1,631.2,584.4,693.5
125,train/0028.jpg,Paper pack,2,483.0,248.2,695.3,633.9
126,train/0028.jpg,Plastic,5,328.6,244.1,455.3,382.29999999999995
127,train/0028.jpg,General trash,0,175.7,672.5,613.5,756.1
128,train/0029.jpg,Glass,4,130.0,586.8,652.2,957.5999999999999
129,train/0029.jpg,General trash,0,399.6,222.5,448.0,329.5
130,train/0029.jpg,Glass,4,171.7,309.8,548.9,571.2
131,train/0029.jpg,General trash,0,0.0,3.7,553.7,477.4
132,train/0029.jpg,General trash,0,427.3,6.4,690.7,312.2
133,train/0030.jpg,General trash,0,125.0,219.9,885.9,701.9
134,train/0031.jpg,General trash,0,389.3,0.0,854.1,554.0
135,train/0031.jpg,Metal,3,359.6,445.3,717.7,772.7
136,train/0031.jpg,General trash,0,748.7,159.5,880.3000000000001,336.3
137,train/0032.jpg,Styrofoam,6,762.6,398.5,811.0,519.9
138,train/0032.jpg,General trash,0,781.2,471.4,803.9000000000001,517.4
139,train/0032.jpg,Plastic bag,7,332.9,145.8,971.5,403.6
140,train/0032.jpg,Metal,3,441.6,186.9,492.40000000000003,224.0
141,train/0032.jpg,Metal,3,95.8,262.3,151.0,283.6
142,train/0032.jpg,Plastic bag,7,158.1,470.6,229.89999999999998,604.4000000000001
143,train/0032.jpg,Plastic bag,7,149.7,658.0,800.2,887.8
144,train/0032.jpg,Plastic bag,7,750.1,735.0,812.4,763.2
145,train/0032.jpg,Plastic,5,753.4,551.9,892.2,759.4
146,train/0032.jpg,General trash,0,819.8,640.8,864.5,669.8
147,train/0032.jpg,General trash,0,838.1,616.1,880.8000000000001,640.7
148,train/0032.jpg,General trash,0,866.2,594.0,934.6,672.7
149,train/0032.jpg,Plastic bag,7,207.2,509.0,888.5,884.4
150,train/0032.jpg,Plastic bag,7,118.5,220.7,902.8,827.9000000000001
151,train/0033.jpg,Clothing,9,301.0,199.1,503.8,698.0
152,train/0033.jpg,Clothing,9,431.7,212.2,657.9,703.4
153,train/0034.jpg,Plastic bag,7,214.0,168.6,797.8,780.7
154,train/0035.jpg,Paper pack,2,369.8,399.7,716.7,809.8
155,train/0036.jpg,Paper,1,135.1,820.5,231.1,901.8
156,train/0036.jpg,Plastic bag,7,469.6,804.2,593.3000000000001,892.9000000000001
157,train/0036.jpg,Plastic bag,7,816.0,806.3,966.3,861.1999999999999
158,train/0037.jpg,General trash,0,282.1,313.7,826.9,724.0999999999999
159,train/0038.jpg,Plastic,5,146.3,246.6,186.3,295.9
160,train/0038.jpg,Plastic bag,7,170.7,158.7,412.79999999999995,299.9
161,train/0038.jpg,Plastic bag,7,352.8,187.7,625.1,381.0
162,train/0038.jpg,Plastic bag,7,114.5,259.0,425.7,461.2
163,train/0038.jpg,Paper,1,423.6,213.8,475.40000000000003,252.9
164,train/0038.jpg,Plastic bag,7,442.2,150.1,629.1,242.3
165,train/0038.jpg,Plastic,5,340.7,283.4,408.4,319.7
166,train/0038.jpg,Plastic,5,397.9,179.8,460.5,253.5
167,train/0038.jpg,Plastic bag,7,138.8,334.2,412.1,587.4
168,train/0038.jpg,Plastic bag,7,88.4,440.4,377.6,629.4
169,train/0038.jpg,Plastic bag,7,386.0,298.7,778.5,719.3
170,train/0038.jpg,Plastic bag,7,497.4,532.8,909.2,973.9
171,train/0038.jpg,Plastic bag,7,534.7,197.6,629.2,242.8
172,train/0038.jpg,Plastic,5,265.1,269.7,311.20000000000005,304.2
173,train/0039.jpg,Paper pack,2,258.9,454.9,571.0,649.4
174,train/0040.jpg,General trash,0,360.6,334.2,632.9000000000001,726.3
175,train/0041.jpg,General trash,0,464.3,0.0,1023.7,191.5
176,train/0041.jpg,Plastic bag,7,489.3,0.0,593.9,134.6
177,train/0041.jpg,General trash,0,370.8,462.5,679.3,653.7
178,train/0041.jpg,Styrofoam,6,0.0,0.0,306.8,278.9
179,train/0042.jpg,Plastic,5,770.3,421.9,799.3,459.5
180,train/0042.jpg,Paper pack,2,913.8,774.8,953.9,814.8
181,train/0042.jpg,Plastic bag,7,740.6,451.7,812.2,524.2
182,train/0042.jpg,General trash,0,750.7,479.8,791.6,499.1
183,train/0042.jpg,Plastic bag,7,705.0,490.7,971.7,761.9
184,train/0042.jpg,Styrofoam,6,580.8,410.1,710.3,539.8
185,train/0042.jpg,Plastic,5,32.8,629.5,92.0,692.8
186,train/0042.jpg,Plastic bag,7,331.7,285.8,436.6,462.6
187,train/0042.jpg,Plastic bag,7,509.2,305.8,607.2,444.6
188,train/0042.jpg,Paper,1,328.6,878.4,428.20000000000005,979.6
189,train/0042.jpg,Plastic bag,7,401.5,311.2,550.6,538.4
190,train/0042.jpg,Plastic bag,7,407.4,427.7,595.8,624.1
191,train/0042.jpg,Plastic bag,7,72.1,464.9,177.5,729.7
192,train/0042.jpg,Plastic bag,7,496.5,576.7,601.1,719.3000000000001
193,train/0042.jpg,Plastic bag,7,114.8,278.3,333.0,513.3
194,train/0042.jpg,Plastic bag,7,160.0,641.0,262.3,774.4
195,train/0042.jpg,Plastic bag,7,132.6,421.9,410.70000000000005,698.5999999999999
196,train/0042.jpg,Plastic bag,7,227.3,603.1,315.9,866.9000000000001
197,train/0042.jpg,Plastic bag,7,311.6,575.3,564.0,889.9
198,train/0042.jpg,Plastic bag,7,482.8,571.6,715.7,910.2
199,train/0042.jpg,Plastic bag,7,679.9,724.0,960.0,919.0
200,train/0042.jpg,General trash,0,397.0,541.1,428.2,580.4
201,train/0043.jpg,General trash,0,114.8,311.5,758.9,756.5
202,train/0043.jpg,Plastic bag,7,842.4,0.0,1023.7,135.1
203,train/0043.jpg,General trash,0,250.7,0.0,864.3,217.1
204,train/0044.jpg,Paper pack,2,416.5,458.4,820.1,750.7
205,train/0044.jpg,Metal,3,355.6,762.2,537.1,925.0
206,train/0044.jpg,Plastic bag,7,14.2,597.8,212.29999999999998,967.3
207,train/0045.jpg,General trash,0,16.9,674.0,111.4,717.7
208,train/0045.jpg,Paper,1,139.9,500.8,312.9,640.5
209,train/0045.jpg,Paper,1,388.7,379.9,520.4,500.29999999999995
210,train/0045.jpg,Paper,1,603.8,463.7,966.8,754.7
211,train/0045.jpg,Paper,1,296.0,469.6,608.6,748.7
212,train/0045.jpg,Paper,1,302.7,569.4,598.7,785.0
213,train/0045.jpg,Paper,1,125.6,605.5,463.5,957.8
214,train/0045.jpg,Paper,1,207.6,745.1,337.0,862.4
215,train/0045.jpg,Plastic,5,194.0,749.0,297.3,839.4
216,train/0045.jpg,Paper,1,608.2,503.6,891.3000000000001,642.0
217,train/0045.jpg,Paper,1,730.8,587.7,908.5999999999999,619.2
218,train/0045.jpg,Paper,1,677.6,587.9,712.8000000000001,661.6
219,train/0045.jpg,Plastic,5,666.1,522.2,751.4,600.4000000000001
220,train/0045.jpg,Plastic bag,7,385.4,38.6,689.0999999999999,164.8
221,train/0045.jpg,Paper,1,202.8,113.0,579.7,405.1
222,train/0045.jpg,Paper,1,510.0,166.9,986.4,520.4
223,train/0045.jpg,Styrofoam,6,549.6,136.9,911.3,300.70000000000005
224,train/0045.jpg,Styrofoam,6,560.4,171.4,946.8,328.6
225,train/0045.jpg,General trash,0,182.2,738.8,228.89999999999998,775.5999999999999
226,train/0046.jpg,Plastic bag,7,325.8,180.1,837.0,797.8000000000001
227,train/0046.jpg,General trash,0,159.5,0.0,442.2,584.5
228,train/0047.jpg,General trash,0,411.1,343.1,642.0,719.5
229,train/0048.jpg,General trash,0,209.9,308.6,632.5,747.7
230,train/0049.jpg,General trash,0,547.2,285.7,875.7,647.9
231,train/0049.jpg,General trash,0,95.5,597.3,384.7,775.0999999999999
232,train/0050.jpg,Plastic,5,262.1,267.7,637.6,907.4000000000001
233,train/0051.jpg,Plastic bag,7,414.7,592.3,717.7,1012.9
234,train/0051.jpg,Styrofoam,6,565.1,453.4,905.4000000000001,887.2
235,train/0051.jpg,Styrofoam,6,641.5,456.5,1023.7,875.4
236,train/0051.jpg,Paper,1,37.1,294.9,453.90000000000003,537.4
237,train/0051.jpg,General trash,0,249.9,441.6,351.2,519.1
238,train/0051.jpg,General trash,0,35.3,445.3,91.9,501.90000000000003
239,train/0051.jpg,Paper,1,41.1,306.8,431.20000000000005,461.6
240,train/0051.jpg,Paper,1,110.2,274.3,171.9,322.0
241,train/0051.jpg,Paper,1,156.2,222.5,179.29999999999998,260.1
242,train/0051.jpg,Paper,1,64.5,147.3,196.8,214.3
243,train/0051.jpg,Paper,1,170.7,184.2,415.79999999999995,366.7
244,train/0051.jpg,Paper,1,125.7,126.6,396.7,210.6
245,train/0051.jpg,Paper,1,138.4,78.6,398.0,183.6
246,train/0052.jpg,Plastic,5,397.9,242.3,666.0999999999999,865.0
247,train/0053.jpg,Plastic bag,7,447.3,357.6,563.8,488.40000000000003
248,train/0053.jpg,Plastic bag,7,383.7,196.1,626.8,360.2
249,train/0053.jpg,Plastic bag,7,195.4,263.6,708.1,850.8000000000001
250,train/0053.jpg,Plastic bag,7,176.1,268.2,377.2,372.6
251,train/0054.jpg,Plastic bag,7,657.5,291.9,836.8,609.5
252,train/0054.jpg,Plastic bag,7,496.8,264.1,668.5,571.9000000000001
253,train/0054.jpg,Paper,1,100.8,384.7,532.8,836.8
254,train/0054.jpg,Paper,1,267.7,571.3,465.79999999999995,664.4
255,train/0054.jpg,Paper,1,208.8,606.8,438.6,671.8
256,train/0054.jpg,Paper,1,194.8,420.6,660.8,625.1
257,train/0054.jpg,Plastic bag,7,517.6,228.9,641.3000000000001,331.2
258,train/0054.jpg,General trash,0,468.3,244.1,609.3,289.1
259,train/0055.jpg,Plastic bag,7,891.9,27.8,1023.7,340.40000000000003
260,train/0055.jpg,Paper,1,338.8,853.3,443.20000000000005,1002.3
261,train/0055.jpg,Paper,1,184.9,807.3,376.1,930.9
262,train/0055.jpg,Plastic bag,7,259.0,836.4,382.7,898.6999999999999
263,train/0055.jpg,General trash,0,389.8,851.6,547.5,1023.6
264,train/0055.jpg,General trash,0,530.8,877.7,551.9,908.9000000000001
265,train/0055.jpg,General trash,0,687.0,160.2,1023.8,891.5999999999999
266,train/0055.jpg,General trash,0,0.0,402.3,559.2,880.1
267,train/0055.jpg,General trash,0,33.5,693.5,471.3,867.9
268,train/0055.jpg,General trash,0,535.4,720.9,748.0,1023.5999999999999
269,train/0055.jpg,General trash,0,552.6,641.0,789.6,736.8
270,train/0055.jpg,General trash,0,446.7,633.2,636.7,853.0
271,train/0055.jpg,General trash,0,230.9,383.3,534.1,792.0
272,train/0055.jpg,General trash,0,271.7,37.9,446.4,265.8
273,train/0055.jpg,General trash,0,262.6,203.5,918.9,667.1
274,train/0055.jpg,General trash,0,395.4,214.7,811.4,447.7
275,train/0056.jpg,General trash,0,301.2,138.8,938.7,564.5
276,train/0056.jpg,Paper,1,14.0,315.6,244.6,614.3
277,train/0056.jpg,Plastic,5,251.4,442.6,364.9,517.8000000000001
278,train/0056.jpg,General trash,0,325.1,468.0,360.70000000000005,510.0
279,train/0056.jpg,Plastic,5,930.3,218.1,1023.8,309.2
280,train/0056.jpg,Paper pack,2,591.5,346.1,809.7,614.0
281,train/0056.jpg,Plastic,5,506.9,391.4,674.5,668.0999999999999
282,train/0056.jpg,Paper,1,631.4,368.1,798.5,473.1
283,train/0056.jpg,Paper,1,591.2,347.8,780.2,619.4000000000001
284,train/0056.jpg,Plastic,5,540.4,691.8,614.6,834.6999999999999
285,train/0057.jpg,Paper,1,249.2,34.5,714.5,340.3
286,train/0057.jpg,General trash,0,308.5,442.4,977.6,908.4
287,train/0058.jpg,General trash,0,300.2,125.0,823.4000000000001,781.6
288,train/0059.jpg,Metal,3,283.4,428.4,758.3,721.5999999999999
289,train/0060.jpg,Plastic,5,354.9,488.1,652.2,767.0
290,train/0061.jpg,Metal,3,265.4,332.9,800.5,802.5999999999999
291,train/0062.jpg,Plastic bag,7,308.8,164.3,799.1,500.3
292,train/0062.jpg,Plastic bag,7,94.5,337.8,455.1,612.1
293,train/0062.jpg,Paper,1,406.3,426.2,897.0,741.0999999999999
294,train/0062.jpg,Plastic bag,7,0.0,404.8,226.9,927.2
295,train/0062.jpg,Paper,1,61.6,538.9,589.5,922.0999999999999
296,train/0062.jpg,Plastic,5,752.4,440.9,892.9,541.6999999999999
297,train/0062.jpg,Paper,1,609.2,426.9,871.0,547.3
298,train/0062.jpg,Paper,1,488.6,379.2,670.4000000000001,519.4
299,train/0062.jpg,Plastic,5,609.2,337.3,740.9000000000001,475.0
300,train/0062.jpg,Paper,1,500.8,447.7,705.0,528.2
301,train/0062.jpg,Paper,1,517.1,476.7,654.6,542.7
302,train/0062.jpg,Paper,1,542.8,503.6,690.8,575.5
303,train/0062.jpg,Paper,1,601.7,539.7,692.5,577.0
304,train/0062.jpg,Paper,1,604.8,558.5,667.0999999999999,594.8
305,train/0062.jpg,Paper,1,685.4,533.8,789.4,562.0
306,train/0062.jpg,Paper,1,653.9,553.9,737.9,584.6
307,train/0062.jpg,Paper,1,636.6,573.0,717.9,654.0
308,train/0062.jpg,Paper,1,649.1,519.9,847.9000000000001,655.0
309,train/0062.jpg,Paper,1,453.4,494.7,897.0,707.3
310,train/0062.jpg,Plastic bag,7,492.7,698.2,687.1,933.4000000000001
311,train/0062.jpg,Plastic,5,348.1,604.7,412.1,647.1
312,train/0062.jpg,General trash,0,394.2,640.5,517.5,707.5
313,train/0062.jpg,General trash,0,239.4,655.5,298.0,704.0
314,train/0062.jpg,General trash,0,273.3,642.0,491.0,705.0
315,train/0062.jpg,General trash,0,321.4,664.1,439.59999999999997,712.4
316,train/0062.jpg,General trash,0,174.7,692.1,477.8,843.0
317,train/0062.jpg,Paper,1,391.4,659.0,482.5,715.4
318,train/0062.jpg,Glass,4,168.0,697.4,401.0,755.6
319,train/0063.jpg,Paper pack,2,309.3,383.8,581.9000000000001,716.2
320,train/0063.jpg,Paper pack,2,312.3,217.6,781.0,558.5
321,train/0064.jpg,Metal,3,243.5,240.3,659.3,542.5
322,train/0065.jpg,General trash,0,130.1,651.1,200.0,724.4
323,train/0065.jpg,General trash,0,178.1,672.9,219.6,711.8
324,train/0065.jpg,Styrofoam,6,196.7,637.1,653.0,814.7
325,train/0065.jpg,Styrofoam,6,266.1,364.9,828.5,753.0999999999999
326,train/0065.jpg,Styrofoam,6,418.7,100.4,934.8,435.5
327,train/0065.jpg,General trash,0,374.5,582.0,750.5,684.2
328,train/0065.jpg,Plastic bag,7,120.3,0.0,429.3,394.9
329,train/0065.jpg,General trash,0,437.3,536.9,635.5,606.1999999999999
330,train/0065.jpg,Plastic bag,7,459.0,482.2,640.3,578.6
331,train/0065.jpg,Plastic bag,7,0.0,2.0,466.4,853.3
332,train/0065.jpg,General trash,0,439.4,697.3,647.4,743.6999999999999
333,train/0066.jpg,Paper,1,370.8,473.1,796.5,779.9000000000001
334,train/0067.jpg,Paper,1,38.1,440.9,502.6,853.0
335,train/0067.jpg,Plastic bag,7,811.2,168.3,1023.8000000000001,785.3
336,train/0067.jpg,Paper,1,631.4,155.4,747.0,247.2
337,train/0067.jpg,Plastic bag,7,510.0,99.2,899.8,814.4000000000001
338,train/0067.jpg,Paper,1,810.2,157.5,857.9000000000001,189.3
339,train/0068.jpg,General trash,0,325.4,186.2,402.9,231.39999999999998
340,train/0068.jpg,Plastic bag,7,264.8,213.1,329.8,244.79999999999998
341,train/0068.jpg,General trash,0,450.0,379.7,721.6,655.3
342,train/0069.jpg,Paper pack,2,241.8,228.6,712.7,886.5
343,train/0070.jpg,Plastic bag,7,0.0,631.6,115.5,999.3
344,train/0070.jpg,Plastic bag,7,5.8,628.6,96.2,721.6
345,train/0070.jpg,Paper,1,66.0,702.0,372.8,814.8
346,train/0070.jpg,Plastic bag,7,334.6,570.2,859.1,1015.2
347,train/0070.jpg,Metal,3,1.7,340.3,324.4,659.5
348,train/0070.jpg,Plastic bag,7,257.4,317.0,835.4,731.2
349,train/0070.jpg,Plastic,5,594.6,394.4,720.9,525.7
350,train/0070.jpg,Plastic,5,399.2,463.7,575.3,572.1
351,train/0070.jpg,Paper,1,409.7,559.7,508.6,593.2
352,train/0070.jpg,Paper,1,502.9,542.7,562.5,562.0
353,train/0070.jpg,General trash,0,349.5,473.1,607.2,747.6
354,train/0070.jpg,Plastic bag,7,122.9,186.2,647.1,432.79999999999995
355,train/0071.jpg,Metal,3,312.6,385.3,641.7,572.5
356,train/0071.jpg,General trash,0,17.3,390.1,258.7,546.3
357,train/0072.jpg,Paper pack,2,377.2,309.1,628.5,720.5
358,train/0072.jpg,Paper,1,749.0,0.0,914.6,1023.7
359,train/0073.jpg,Plastic bag,7,831.4,165.5,1023.7,530.7
360,train/0073.jpg,Plastic bag,7,219.7,312.3,711.8,856.4000000000001
361,train/0074.jpg,Plastic bag,7,728.4,0.0,1023.8,628.1
362,train/0074.jpg,Paper,1,619.2,114.5,762.2,370.8
363,train/0074.jpg,Paper,1,433.0,68.7,849.5,677.2
364,train/0074.jpg,Plastic bag,7,0.0,0.0,397.7,386.7
365,train/0074.jpg,Paper,1,55.6,221.1,711.1,896.7
366,train/0074.jpg,Plastic,5,379.2,464.9,577.0,581.4
367,train/0074.jpg,Plastic,5,679.6,889.6,721.5,1023.7
368,train/0075.jpg,Paper pack,2,380.3,384.0,755.8,761.9
369,train/0076.jpg,Plastic bag,7,172.2,236.7,904.5999999999999,749.0
370,train/0076.jpg,General trash,0,343.4,528.9,443.7,678.2
371,train/0077.jpg,Paper,1,381.3,640.8,707.7,967.4
372,train/0077.jpg,Paper,1,210.3,538.7,720.9000000000001,948.9000000000001
373,train/0077.jpg,Paper,1,259.0,400.3,684.7,735.5
374,train/0077.jpg,Paper,1,224.5,228.6,582.4,569.7
375,train/0077.jpg,Paper,1,243.8,177.8,547.9000000000001,454.90000000000003
376,train/0077.jpg,Paper,1,578.4,434.3,658.0,566.1
377,train/0077.jpg,Paper,1,568.2,449.0,638.0,558.0
378,train/0077.jpg,Paper,1,592.9,539.2,644.6999999999999,625.5
379,train/0078.jpg,Styrofoam,6,159.2,248.1,725.0,669.4
380,train/0078.jpg,Paper,1,518.8,0.0,1023.6999999999999,956.2
381,train/0079.jpg,General trash,0,70.4,132.8,999.9,905.4000000000001
382,train/0080.jpg,Plastic,5,164.7,241.4,575.7,712.1
383,train/0081.jpg,Plastic bag,7,334.5,354.2,654.8,798.8
384,train/0082.jpg,Plastic,5,234.3,651.9,1023.5999999999999,1023.7
385,train/0082.jpg,Plastic,5,506.2,734.2,990.4,920.9000000000001
386,train/0082.jpg,General trash,0,24.0,183.4,1023.6,833.3
387,train/0083.jpg,Plastic bag,7,614.6,390.3,873.0,638.4
388,train/0083.jpg,Styrofoam,6,287.8,526.0,652.5,775.4
389,train/0083.jpg,Styrofoam,6,331.2,540.4,607.9,667.6
390,train/0083.jpg,Plastic bag,7,99.6,203.9,786.7,573.7
